Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
New Dialogue Database,,,,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Conversations
ID,Title,Description,Actor,Conversant,Overrides
21_Teacher_1,21,1,12,1,,,Have a seat at the table so you can get started. This is Luis. He’s a new student.,False,Block,Normal,,,,,{{omit}},{{omit}},309;87
22_Luis_0,22,0,4,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},354;22
22_Player_1,22,1,1,4,OnTimeout,Quietly sit beside Luis.,,False,Block,Normal,,,,,{{omit}},{{omit}},26;91
22_Player_2,22,2,1,4,,"Say “Hi, where’d you come from?” to Luis.","Hi, where’d you come from?",False,Block,Normal,,,,,{{omit}},{{omit}},237.4128;92
22_Player_3,22,3,1,4,,"Say “Hi, how’s it going?” to Luis.","Hi, how’s it going?",False,Block,Normal,,,,,{{omit}},{{omit}},433;91
22_Player_4,22,4,1,12,,"Say to the teacher, “Can he sit next to someone else?”",Can he sit next to someone else?,False,Block,Normal,,,,,{{omit}},{{omit}},618.0826;90
22_Luis_5,22,5,4,1,,,I moved here from another school.,False,Block,Normal,,,,,{{omit}},{{omit}},242;144
22_Luis_6,22,6,4,1,,,Okay.,False,Block,Normal,,,,,{{omit}},{{omit}},433;141
22_Teacher_7,22,7,12,1,,,"Sorry, we have limited seats today.",False,Block,Normal,,,,,{{omit}},{{omit}},619;140
23_Teacher_0,23,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},271;37
23_Teacher_1,23,1,12,1,,,"Today, we’re going to be making personal pizzas! You have a variety of ingredients to choose from. Drag and drop them onto your pizza to prepare it.",False,Block,Normal,,,,,{{omit}},{{omit}},271;87
24_Emma_0,24,0,11,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},245;21
24_Emma_1,24,1,11,1,,,"Ah man, I broke my pizza roller! I needed it for my dough.",False,Block,Normal,,,,,{{omit}},{{omit}},239;77
24_Player_2,24,2,1,11,OnTimeout,Look away and complete the activity.,,False,Block,Normal,,,,,{{omit}},{{omit}},18;121
24_Player_3,24,3,1,11,,"Say, “That's too bad.” ",That's too bad. ,False,Block,Normal,,,,,{{omit}},{{omit}},76;193
24_Player_4,24,4,1,11,,"Say, “Maybe you can ask the teacher if there’s an extra you can have.”",Maybe you can ask the teacher if there’s an extra you can have.,False,Block,Normal,,,,,{{omit}},{{omit}},145;288
24_Player_5,24,5,1,11,,"Say, “You can borrow mine.”",You can borrow mine.,False,Block,Normal,,,,,{{omit}},{{omit}},399;285
24_Player_7,24,7,1,11,,"Say, “Not my problem.”",Not my problem.,False,Block,Normal,,,,,{{omit}},{{omit}},474;111
24_Emma_8,24,8,11,1,,,Thanks!,False,Block,Normal,,,,,{{omit}},{{omit}},399;335
25_Min_0,25,0,3,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},281;26
25_Min_1,25,1,3,1,,,"I think you heard me and Sofia talking earlier …about how I have a crush on Dion. Please don’t tell anyone, okay?",False,Block,Normal,,,,,{{omit}},{{omit}},274;87
25_Player_2,25,2,1,3,OnTimeout,Shrug and continue making your pizza.,,False,Block,Normal,,,,,{{omit}},{{omit}},7;174
25_Player_3,25,3,1,3,,"Say, “Ok. I promise I won’t tell anyone.”",Ok. I promise I won’t tell anyone.,False,Block,Normal,,,,,{{omit}},{{omit}},190;170
25_Player_4,25,4,1,3,,"Whisper to Luis, “Did you know that Min has a crush on Dion?”",Did you know that Min has a crush on Dion?,False,Block,Normal,,,,,{{omit}},{{omit}},369;168
25_Player_5,25,5,1,3,,Say “Sure.”,Sure.,False,Block,Normal,,,,,{{omit}},{{omit}},544;166
27_Leo_0,27,0,9,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},241;17
27_Leo_1,27,1,9,1,,,Do you have any preperoon? Is that how you say it?,False,Block,Normal,,,,,{{omit}},{{omit}},240;72
27_Player_2,27,2,1,9,OnTimeout,"Smile and nod like you understand, but don’t bother to really understand.",,False,Block,Normal,,,,,{{omit}},{{omit}},27;101
27_Player_3,27,3,1,9,,"Say “Oh, you mean pepperoni?”","Oh, you mean pepperoni?",False,Block,Normal,,,,,{{omit}},{{omit}},77;178
27_Player_4,27,4,1,9,,"Say,  “Sorry, I don’t understand. Can you say that again?” ","Sorry, I don’t understand. Can you say that again?",False,Block,Normal,,,,,{{omit}},{{omit}},244;238
27_Player_6,27,6,1,9,,"Say, “I’m busy. Can you talk to someone else?”",I’m busy. Can you talk to someone else?,False,Block,Normal,,,,,{{omit}},{{omit}},471;96
27_Leo_7,27,7,9,1,,,Do you have any preperoon?,False,Block,Normal,,,,,{{omit}},{{omit}},244;288
27_Player_8,27,8,1,9,,"Oh you meant pepperoni! Sorry, I don’t have any extra.",,False,Block,Normal,,,,,{{omit}},{{omit}},245;338
27_Leo_10,27,10,9,1,,,Okay.,False,Block,Normal,,,,,{{omit}},{{omit}},544;142
28_Zoe_0,28,0,14,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},279;15
28_Zoe_1,28,1,14,1,,,I don’t know if I told you yet but my family is losing our house and I’m going to have to change schools!,False,Block,Normal,,,,,{{omit}},{{omit}},279;71
28_Player_2,28,2,1,14,OnTimeout,"Say, “I'm sorry. That’s too bad.”",I'm sorry. That’s too bad.,False,Block,Normal,,,,,{{omit}},{{omit}},30;120
28_Player_3,28,3,1,14,,"Say, “Wherever you’re going, I’m sure you’ll make great friends.” ","Wherever you’re going, I’m sure you’ll make great friends.",False,Block,Normal,,,,,{{omit}},{{omit}},163;182
28_Player_4,28,4,1,14,,"Say, “You shouldn’t tell your family’s business like that.” ",You shouldn’t tell your family’s business like that.,False,Block,Normal,,,,,{{omit}},{{omit}},282;123
28_Player_5,28,5,1,14,,"Say, “Uh…Not my problem.”",Uh…Not my problem.,False,Block,Normal,,,,,{{omit}},{{omit}},452;176
28_Player_6,28,6,1,14,,"Say, “Oh! That’s random.”",Oh! That’s random.,False,Block,Normal,,,,,{{omit}},{{omit}},500;121
28_Zoe_7,28,7,14,1,,,Thanks. I hope so.,False,Block,Normal,,,,,{{omit}},{{omit}},163;232
29_Teacher_0,29,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
29_Teacher_1,29,1,12,1,,,You only have a few more minutes to finish your pizzas.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
30_Emma_0,30,0,11,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},282;21
30_Emma_1,30,1,11,1,,,Oh no! There’s no way I’m going to finish in time!,False,Block,Normal,,,,,{{omit}},{{omit}},284;70
30_Player_2,30,2,1,11,OnTimeout,Continue working on your own pizza.,,False,Block,Normal,,,,,{{omit}},{{omit}},12;119
30_Player_3,30,3,1,11,,"Say, “I can help you finish.”", I can help you finish.,False,Block,Normal,,,,,{{omit}},{{omit}},190;119
30_Player_4,30,4,1,11,,"Say, “I can help you, but only for a minute.”","I can help you, but only for a minute.",False,Block,Normal,,,,,{{omit}},{{omit}},369;119
30_Player_5,30,5,1,11,,"Say, “You really should have worked faster.”",You really should have worked faster.,False,Block,Normal,,,,,{{omit}},{{omit}},543;119
30_Emma_6,30,6,11,1,,,Thanks.,False,Block,Normal,,,,,{{omit}},{{omit}},190;169
30_Emma_7,30,7,11,1,,,Thanks.,False,Block,Normal,,,,,{{omit}},{{omit}},368;170
31_Teacher_0,31,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
31_Teacher_1,31,1,12,1,,,Nice job! The cook will pick up the pizzas to put in the fridge while you head over to Science Club.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
32_Teacher_0,32,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
32_Teacher_1,32,1,12,1,,,"Science Club is starting, come over here.",False,Block,Normal,,,,,{{omit}},{{omit}},30;70
33_Coach_0,33,0,13,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
33_Coach_1,33,1,13,1,,,Remember to put your things away in the lockers over there.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
34_Jason_0,34,0,6,10,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
34_Jason_1,34,1,6,10,,,You’re crazy if you think you can beat me at basketball! I can’t believe you’d even say that!,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
34_Kayla_2,34,2,10,6,,,Are you kidding? I’m way better than you. Remember the last time we played?!! What do you think?,False,Block,Normal,,,,,{{omit}},{{omit}},30;120
35_Player_0,35,0,1,6,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},237;20
35_Player_1,35,1,1,6,OnTimeout,Ignore and continue to the Science Club table.,,False,Block,Normal,,,,,{{omit}},{{omit}},29;71
35_Player_2,35,2,1,6,,Quietly watch the situation unfold.,,False,Block,Normal,,,,,{{omit}},{{omit}},143;136
35_Player_3,35,3,1,6,,"Say, “I agree with Kayla, she could beat you no problem!” ","I agree with Kayla, she could beat you no problem!",False,Block,Normal,,,,,{{omit}},{{omit}},240;71
35_Player_4,35,4,1,6,,"Say, “You guys are both great.”",You guys are both great.,False,Block,Normal,,,,,{{omit}},{{omit}},369;131
35_Player_5,35,5,1,6,,"Say, “Calm down. It’s no big deal.”",Calm down. It’s no big deal.,False,Block,Normal,,,,,{{omit}},{{omit}},471;71
36_Teacher_0,36,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
36_Teacher_1,36,1,12,1,,,Come join Science Club!,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
invalid_entrytag,37,0,-1,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
37_Player_1,37,1,1,-1,,,"Welcome to vSchool! As you proceed, you’ll interact with other students. You’ll get to choose what to do. Please make the choices that are closest to what you would do in real life. \nIt’s the end of the school day. You’ll be attending an after-school program that will be starting soon! You will start at the cooking club. ",False,Block,Normal,,,,,{{omit}},{{omit}},30;70
38_Teacher_0,38,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
38_Teacher_1,38,1,12,1,,,Cooking Club has started! Come find a seat so you don’t miss out!,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
39_Teacher_0,39,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
39_Teacher_1,39,1,12,1,,,Welcome to Cooking Club.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
40_Coach_0,40,0,13,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
40_Coach_1,40,1,13,1,,,You need to put your stuff up in order to play.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
41_Dion_0,41,0,7,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},313;11
41_Dion_1,41,1,7,1,,,"Look, it’s the new kid.",False,Block,Normal,,,,,{{omit}},{{omit}},313;69
41_Player_2,41,2,1,4,,"Sit down next to Luis and say “Hi, what’s up?”","Hi, what’s up?",False,Block,Normal,,,,,{{omit}},{{omit}},30;120
41_Player_3,41,3,1,4,,Say “Is this seat taken? Can I sit here?” to Luis.,Is this seat taken? Can I sit here?,False,Block,Normal,,,,,{{omit}},{{omit}},214;120
41_Player_4,41,4,1,7,OnTimeout,Quietly sit down.,,False,Block,Normal,,,,,{{omit}},{{omit}},396.9011;118
41_Player_5,41,5,1,4,,"Ask, “Can you go sit somewhere else? I want to sit with my friends.""",Can you go sit somewhere else? I want to sit with my friends.,False,Block,Normal,,,,,{{omit}},{{omit}},575;117
41_Luis_6,41,6,4,1,,,Not much.,False,Block,Normal,,,,,{{omit}},{{omit}},30;170
41_Luis_7,41,7,4,1,,,No. Sure.,False,Block,Normal,,,,,{{omit}},{{omit}},214;170
41_Luis_8,41,8,4,1,,,"No, I don't want to. ",False,Block,Normal,,,,,{{omit}},{{omit}},575;167
42_Leo_0,42,0,9,5,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},305;22
42_Leo_1,42,1,9,5,,,You only chose 4 ingerdeents…,False,Block,Normal,,,,,{{omit}},{{omit}},304;72
42_Sofia_2,42,2,5,9,,,"Ha, that’s not how you say ingredients!",False,Block,Normal,,,,,{{omit}},{{omit}},300;121
42_Player_4,42,4,1,5,,Say “That’s not cool!” to Sofia.,That’s not cool!,False,Block,Normal,,,,,{{omit}},{{omit}},51;206
42_Player_5,42,5,1,5,,Scowl at Sofia. ,,False,Block,Normal,,,,,{{omit}},{{omit}},225;200
42_Player_6,42,6,1,5,,"Say, “Yeah - Leo can’t even read!!!” ",Yeah - Leo can’t even read!!!,False,Block,Normal,,,,,{{omit}},{{omit}},379;267
42_Player_8,42,8,1,5,OnTimeout,Stay quiet and look away.,,False,Block,Normal,,,,,{{omit}},{{omit}},508;201
43_Teacher_0,43,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
43_Teacher_1,43,1,12,1,,,Today’s science challenge is to make the perfect slime using the materials on your workspace. Here are the instructions for the activity.,False,Block,Normal,,,,,{{omit}},{{omit}},30;69
44_Dion_0,44,0,7,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},299;22
44_Dion_1,44,1,7,1,,,"Hey, have you seen a tablet? I lost mine. I’m going to get in so much trouble if I can’t find it soon.",False,Block,Normal,,,,,{{omit}},{{omit}},299;70
44_Player_2,44,2,1,7,,"Say, “I haven’t seen it.”",I haven’t seen it.,False,Block,Normal,,,,,{{omit}},{{omit}},30;120
44_Player_3,44,3,1,7,OnTimeout,"Say, “Not my problem,” and continue the activity.",Not my problem.,False,Block,Normal,,,,,{{omit}},{{omit}},212;119
44_Player_4,44,4,1,7,,"Say, “Could you have left it in your last class?”",Could you have left it in your last class?,False,Block,Normal,,,,,{{omit}},{{omit}},394;118
44_Player_5,44,5,1,7,,"Say, “I’ll help you look for the tablet.” ",I’ll help you look for the tablet.,False,Block,Normal,,,,,{{omit}},{{omit}},575;117
44_Dion_6,44,6,7,1,,,Maybe?,False,Block,Normal,,,,,{{omit}},{{omit}},394;168
45_Dion_0,45,0,7,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
45_Dion_1,45,1,7,1,,,You found it! Thanks.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
46_Luis_0,46,0,4,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},303;18
46_Luis_1,46,1,4,1,,,Ugh! I can’t get any glue to come out of this bottle.,False,Block,Normal,,,,,{{omit}},{{omit}},303;67
46_Player_2,46,2,1,4,OnTimeout,Look away and continue working on your own slime.,,False,Block,Normal,,,,,{{omit}},{{omit}},30;120
46_Player_3,46,3,1,4,,"Say, “Here, let me try and fix it.” ","Here, let me try and fix it.",False,Block,Normal,,,,,{{omit}},{{omit}},210;119
46_Player_4,46,4,1,4,,"Say “I don’t know how to fix it, but the teacher might know what to do.” ","I don’t know how to fix it, but the teacher might know what to do.",False,Block,Normal,,,,,{{omit}},{{omit}},387;119
46_Player_5,46,5,1,4,,Say “Too bad for you.”,Too bad for you.,False,Block,Normal,,,,,{{omit}},{{omit}},568;117
46_Luis_6,46,6,4,1,,,Okay. ,False,Block,Normal,,,,,{{omit}},{{omit}},387;169
47_Luis_0,47,0,4,4,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
47_Player_1,47,1,1,4,,,There- I think I fixed it.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
47_Luis_2,47,2,4,1,,,Thanks.,False,Block,Normal,,,,,{{omit}},{{omit}},30;120
48_Min_0,48,0,3,5,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},242;24
48_Min_1,48,1,3,5,,,Why would you want to put that much water in our slime? That makes no sense.,False,Block,Normal,,,,,{{omit}},{{omit}},241;72
48_Sofia_2,48,2,5,3,,,"Well, your idea was stupid. It wouldn’t have worked either.",False,Block,Normal,,,,,{{omit}},{{omit}},242;117
48_Min_3,48,3,3,5,,,You’re an idiot! My idea was way better!,False,Block,Normal,,,,,{{omit}},{{omit}},243;167
48_Player_4,48,4,1,3,OnTimeout,Stay out of it and just watch.,,False,Block,Normal,,,,,{{omit}},{{omit}},30;220
48_Player_6,48,6,1,3,,"Say, “Calm down guys, work this out.” ","Calm down guys, work this out.",False,Block,Normal,,,,,{{omit}},{{omit}},234;219
48_Player_7,48,7,1,3,,Say “STOP ARGUING!!!”,STOP ARGUING!!!,False,Block,Normal,,,,,{{omit}},{{omit}},377;272
48_Player_8,48,8,1,3,,"Say, “Ha! Ha!  She’s right – that is bad!”",Ha! Ha!  She’s right – that is bad!,False,Block,Normal,,,,,{{omit}},{{omit}},450;215
48_Min_9,48,9,3,1,,,Okay.,False,Block,Normal,,,,,{{omit}},{{omit}},312;329
48_Sofia_10,48,10,5,1,,,Okay.,False,Block,Normal,,,,,{{omit}},{{omit}},512.5357;330.6786
48_Min_13,48,13,3,1,,,Okay.,False,Block,Normal,,,,,{{omit}},{{omit}},55.42857;325.25
48_Sofia_14,48,14,5,1,,,Okay.,False,Block,Normal,,,,,{{omit}},{{omit}},192.9285;276.1429
50_Leo_0,50,0,9,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},234;14
50_Leo_1,50,1,9,1,,,I don’t understand what we’re doing! The teacher says we can have a partner. Can we work together?,False,Block,Normal,,,,,{{omit}},{{omit}},235;64
50_Player_2,50,2,1,9,OnTimeout,Ignore Leo and keep working on the challenge by yourself.,,False,Block,Normal,,,,,{{omit}},{{omit}},30;119
50_Player_3,50,3,1,9,,"Say to Leo,  “You can be my partner. I know what the assignment is.” ",You can be my partner. I know what the assignment is.,False,Block,Normal,,,,,{{omit}},{{omit}},137;172
50_Player_4,50,4,1,9,,"Say, “Sorry, I’m busy.” ",Sorry. I'm busy.,False,Block,Normal,,,,,{{omit}},{{omit}},236;119
50_Player_5,50,5,1,9,,"Say, “I’ll help you get started, but then I’m gonna work with my friend Zoe.”","I’ll help you get started, but then I’m gonna work with my friend Zoe.",False,Block,Normal,,,,,{{omit}},{{omit}},350;170
50_Player_6,50,6,1,9,,"Say, ""I'll help you get started, but only for a minute. I gotta do my own work.""","I'll help you get started, but only for a minute. I gotta do my own work.",False,Block,Normal,,,,,{{omit}},{{omit}},438;116
50_Leo_7,50,7,9,1,,,Thanks.,False,Block,Normal,,,,,{{omit}},{{omit}},137;222
51_Emma_0,51,0,11,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},290;19
51_Emma_1,51,1,11,1,,,"I think I forgot my phone charger, but my phone’s dead and I really need to call my mom after this. Does anyone have one I can use?",False,Block,Normal,,,,,{{omit}},{{omit}},289;69
51_Player_2,51,2,1,11,OnTimeout,Wait and see if someone else has a charger.,,False,Block,Normal,,,,,{{omit}},{{omit}},30;120
51_Player_3,51,3,1,11,,"Say, “No. You forgot again! You’ll just lose mine. Bring your own.” ",No. You forgot again! You’ll just lose mine. Bring your own.,False,Block,Normal,,,,,{{omit}},{{omit}},209;120
51_Player_4,51,4,1,11,,Say “You can use the office phone.” ,You can use the office phone.,False,Block,Normal,,,,,{{omit}},{{omit}},386;119
51_Player_5,51,5,1,11,,"Say, “Yeah, you can use mine.”  ","Yeah, you can use mine.",False,Block,Normal,,,,,{{omit}},{{omit}},565;119
51_Emma_6,51,6,11,1,,,Thanks.,False,Block,Normal,,,,,{{omit}},{{omit}},565;169
52_Aiden_0,52,0,2,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},271;25
52_Aiden_1,52,1,2,1,,,"Look, I did it! It worked!",False,Block,Normal,,,,,{{omit}},{{omit}},272;73
52_Player_2,52,2,1,2,,"Say, “Dang! That looks really cool! I like the color!” ",Dang! That looks really cool! I like the color!,False,Block,Normal,,,,,{{omit}},{{omit}},31;120
52_Player_3,52,3,1,2,,Say “Nice.” ,Nice.,False,Block,Normal,,,,,{{omit}},{{omit}},212;119
52_Player_4,52,4,1,2,,"Say, “No big deal. It’s not that hard.” ",No big deal. It’s not that hard.,False,Block,Normal,,,,,{{omit}},{{omit}},389;119
52_Player_5,52,5,1,2,OnTimeout,Shrug and keep working. ,,False,Block,Normal,,,,,{{omit}},{{omit}},568;120
53_Teacher_0,53,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
53_Teacher_1,53,1,12,1,,,...And that’s the end of the challenge! Clean up your tables so you can go to Art Club next.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
54_Aiden_0,54,0,2,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},299;14
54_Aiden_1,54,1,2,1,,,"Hey, that’s my favorite water bottle! Why did you throw it away? Now it’s dirty!",False,Block,Normal,,,,,{{omit}},{{omit}},301;68
54_Player_2,54,2,1,2,OnTimeout,Shrug and continue.,,False,Block,Normal,,,,,{{omit}},{{omit}},30;120
54_Player_3,54,3,1,2,,Say “Oops! I’m sorry! I didn’t know it was yours.”,Oops! I’m sorry! I didn’t know it was yours.,False,Block,Normal,,,,,{{omit}},{{omit}},210;118
54_Player_4,54,4,1,2,,Say “It’s your fault. You shouldn’t have left it on the table!”,It’s your fault. You shouldn’t have left it on the table!,False,Block,Normal,,,,,{{omit}},{{omit}},389;117
54_Player_5,54,5,1,2,,"Say “Sorry, I’ll clean it for you.”","Sorry, I’ll clean it for you.",False,Block,Normal,,,,,{{omit}},{{omit}},568;117
54_Aiden_6,54,6,2,1,,,That’s alright.,False,Block,Normal,,,,,{{omit}},{{omit}},210;168
55_Luis_0,55,0,4,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},219;21
55_Luis_1,55,1,4,1,,,Hmm…someone forgot to clean up…,False,Block,Normal,,,,,{{omit}},{{omit}},218;71
55_Player_2,55,2,1,4,OnTimeout,Ignore the trash.,,False,Block,Normal,,,,,{{omit}},{{omit}},30;118
55_Player_3,55,3,1,4,,Pick up the trash and throw it away.,,False,Block,Normal,,,,,{{omit}},{{omit}},115;175
55_Player_4,55,4,1,4,,Tell the teacher that someone didn’t clean up.,,False,Block,Normal,,,,,{{omit}},{{omit}},238;123
55_Player_5,55,5,1,4,,"Say, “Eww. People are gross!” ",Eww. People are gross!,False,Block,Normal,,,,,{{omit}},{{omit}},338;174
55_Player_6,55,6,1,4,,Push it on the floor and kick it around.,,False,Block,Normal,,,,,{{omit}},{{omit}},444;122
56_Teacher_0,56,0,12,12,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
56_Player_1,56,1,1,12,,,Someone left their trash on the table.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
56_Teacher_2,56,2,12,1,,,Thanks for letting me know.,False,Block,Normal,,,,,{{omit}},{{omit}},30;120
57_Teacher_0,57,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
57_Teacher_1,57,1,12,1,,,Head over to Art Club.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
58_Teacher_0,58,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
58_Teacher_1,58,1,12,1,,,Hurry over to Art Club. You don’t want to miss out!,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
59_Teacher_0,59,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
59_Teacher_1,59,1,12,1,,,Good. You made it!,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
60_Kayla_0,60,0,10,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
60_Kayla_1,60,1,10,1,,,Oh no!,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
61_Kayla_0,61,0,10,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
61_Player_1,61,1,1,10,,Alert the teacher.,,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
61_Player_2,61,2,1,10,,Help pick up the items.,,False,Block,Normal,,,,,{{omit}},{{omit}},97;131
61_Player_3,61,3,1,10,,Laugh quietly.,,False,Block,Normal,,,,,{{omit}},{{omit}},236;70
61_Player_4,61,4,1,10,OnTimeout,Just watch.,,False,Block,Normal,,,,,{{omit}},{{omit}},359;130
62_Teacher_0,62,0,12,12,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
62_Player_1,62,1,1,12,,,Kayla needs help.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
63_Kayla_0,63,0,10,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
63_Kayla_1,63,1,10,1,,,Thanks. ,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
64_Teacher_0,64,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
64_Teacher_1,64,1,12,1,,,Today in Art Club we’re going to make pixel art. Use the gem containers on your table to choose a color. Click a square on the grid to color it. You should choose one or more partners to make things go faster.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
65_Luis_0,65,0,4,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;19
65_Luis_1,65,1,4,1,,,"Hey, want to work together?",False,Block,Normal,,,,,{{omit}},{{omit}},30;69
65_Player_2,65,2,1,4,,,Okay. ,False,Block,Normal,,,,,{{omit}},{{omit}},30;119
66_Kayla_0,66,0,10,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},217;15
66_Kayla_1,66,1,10,1,,,I guess I’ll just work alone then…,False,Block,Normal,,,,,{{omit}},{{omit}},213;67
66_Player_2,66,2,1,10,OnTimeout,Ignore Kayla and start working with Luis. ,,False,Block,Normal,,,,,{{omit}},{{omit}},30;120
66_Player_3,66,3,1,10,,"Say, “You can join us.”",You can join us!,False,Block,Normal,,,,,{{omit}},{{omit}},213;121
66_Kayla_4,66,4,10,1,,,Thanks. ,False,Block,Normal,,,,,{{omit}},{{omit}},213;171
66_Player_5,66,5,1,10,,Say “I already have a partner. Can you find someone else?” ,I already have a partner. Can you find someone else?,False,Block,Normal,,,,,{{omit}},{{omit}},607;101
66_Kayla_6,66,6,10,1,,,Okay. ,False,Block,Normal,,,,,{{omit}},{{omit}},601;166
66_Player_7,66,7,1,10,,"Say, “You can ask the teacher who needs a partner.”",You can ask the teacher who needs a partner.,False,Block,Normal,,,,,{{omit}},{{omit}},404;114
66_Kayla_8,66,8,10,1,,,Okay.,False,Block,Normal,,,,,{{omit}},{{omit}},404;164
67_Zoe_0,67,0,14,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},167;19
67_Zoe_1,67,1,14,1,,Aiden! You messed up my project!!!,,False,Block,Normal,,,,,{{omit}},{{omit}},166;67
67_Player_2,67,2,1,14,,Stay quiet and look away.,,False,Block,Normal,,,,,{{omit}},{{omit}},30;120
67_Player_3,67,3,1,14,,Quietly laugh.  ,,False,Block,Normal,,,,,{{omit}},{{omit}},126;167
67_Player_4,67,4,1,14,,"Say “Hey, it wasn’t Aiden. It fell down by itself.”","Hey, it wasn’t Aiden. It fell down by itself.",False,Block,Normal,,,,,{{omit}},{{omit}},239;114
67_Player_5,67,5,1,14,,"Say, “It was an accident.” ",It was an accident.,False,Block,Normal,,,,,{{omit}},{{omit}},355;164
67_Aiden_6,67,6,2,14,,,Yeah.,False,Block,Normal,,,,,{{omit}},{{omit}},237;239
67_Aiden_7,67,7,2,14,,,Yeah.,False,Block,Normal,,,,,{{omit}},{{omit}},417;238
68_Leo_0,68,0,9,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},187;13
68_Leo_1,68,1,9,1,,,"Hmph…everyone else got blue gems. That’s my favorite color, but I’m the only one who doesn’t have any.",False,Block,Normal,,,,,{{omit}},{{omit}},186;63
68_Player_2,68,2,1,9,,"Say, “Here, you can have my blue gem container.”","Here, you can have my blue gem container.",False,Block,Normal,,,,,{{omit}},{{omit}},34;122
